Tract,Name,MedianIncome,TotalPopulation,MedianAge,PopulationWhiteAlone,PopulationBlackAlone,PopulationAmericanIndianAlaskaNativeAlone,PopulationAsianAlone,PopulationNativeHawaiianPacificIslanderAlone,PopulationSomeOtherRaceAlone,PopulationTwoOrMoreRaces,PopulationNotHispanicWhiteAlone,PopulationHispanic,MedianGrossRent,MedianHomeValue,MedianYearStructureBuilt,TotalHousingUnits,TotalVacantHousingUnits,OccupiedHousingUnitsOwnerOccupied,OccupiedHousingUnitsRenterOccupied,TravelTimeToWork_lessthan5min,TravelTimeToWork_5to9min,TravelTimeToWork_10to14min,TravelTimeToWork_15to19min,TravelTimeToWork_20to24min,TravelTimeToWork_25to29min,TravelTimeToWork_30to34min,TravelTimeToWork_35to44min,TravelTimeToWork_45to59min,TravelTimeToWork_60to89min,TravelTimeToWork_90ormoremin,MeansOfTransportationToWork_CarTruckVan,MeansOfTransportationToWork_PublicTransportation,MeansOfTransportationToWork_Bicycle,MeansOfTransportationToWork_Walked,MeansOfTransportationToWork_WorkedFromHome,geometry,GEOID
003800,Block Group 3; Census Tract 38; New York County; New York,55981,1519,33.0,503,576,0,383,0,37,20,472,31,-666666666,-666666666,1938,762,0,235,527,0,0,217,69,58,10,14,0,0,23,37,0,142,36,250,67,"POLYGON ((-73.99163779487579 40.72683248038798, -73.99154779446364 40.72708847977425, -73.99136379374424 40.72755947862261, -73.99128479343625 40.72776147812895, -73.99108479329691 40.72799847741489, -73.99078979308462 40.72835147635616, -73.99035879263471 40.72892847469275, -73.98990179212159 40.7295574728993, -73.98973179197117 40.72977447226607, -73.98965079189827 40.72987847196337, -73.98948179166074 40.73013247126043, -73.98891279337036 40.7299054709911, -73.9872387984958 40.72919147027741, -73.9848748056814 40.72819346922248, -73.98530680615025 40.72759847090233, -73.98575280663059 40.72698747263398, -73.98617580708859 40.72640847427878, -73.98662280757902 40.72579547602271, -73.98705280806209 40.72520247771015, -73.98750180856992 40.72458347947543, -73.9882578062894 40.72490247982929, -73.98846380566722 40.724989479925, -73.98986980141807 40.72558148057531, -73.99179379558689 40.72639048144916, -73.99163779487579 40.72683248038798))",36061003800
003800,Block Group 4; Census Tract 38; New York County; New York,69160,1584,37.1,1019,81,0,171,0,313,0,985,347,-666666666,-666666666,1938,926,67,0,859,0,73,149,132,21,62,190,0,0,63,0,63,345,76,308,157,"POLYGON ((-73.99163779487579 40.72683248038798, -73.99154779446364 40.72708847977425, -73.99136379374424 40.72755947862261, -73.99128479343625 40.72776147812895, -73.99108479329691 40.72799847741489, -73.99078979308462 40.72835147635616, -73.99035879263471 40.72892847469275, -73.98990179212159 40.7295574728993, -73.98973179197117 40.72977447226607, -73.98965079189827 40.72987847196337, -73.98948179166074 40.73013247126043, -73.98891279337036 40.7299054709911, -73.9872387984958 40.72919147027741, -73.9848748056814 40.72819346922248, -73.98530680615025 40.72759847090233, -73.98575280663059 40.72698747263398, -73.98617580708859 40.72640847427878, -73.98662280757902 40.72579547602271, -73.98705280806209 40.72520247771015, -73.98750180856992 40.72458347947543, -73.9882578062894 40.72490247982929, -73.98846380566722 40.724989479925, -73.98986980141807 40.72558148057531, -73.99179379558689 40.72639048144916, -73.99163779487579 40.72683248038798))",36061003800
003800,Block Group 5; Census Tract 38; New York County; New York,85403,1642,33.8,1131,0,0,78,0,128,305,969,554,2419,-666666666,1938,1342,118,35,1189,0,31,66,117,243,135,103,22,45,35,0,0,225,130,411,531,"POLYGON ((-73.99163779487579 40.72683248038798, -73.99154779446364 40.72708847977425, -73.99136379374424 40.72755947862261, -73.99128479343625 40.72776147812895, -73.99108479329691 40.72799847741489, -73.99078979308462 40.72835147635616, -73.99035879263471 40.72892847469275, -73.98990179212159 40.7295574728993, -73.98973179197117 40.72977447226607, -73.98965079189827 40.72987847196337, -73.98948179166074 40.73013247126043, -73.98891279337036 40.7299054709911, -73.9872387984958 40.72919147027741, -73.9848748056814 40.72819346922248, -73.98530680615025 40.72759847090233, -73.98575280663059 40.72698747263398, -73.98617580708859 40.72640847427878, -73.98662280757902 40.72579547602271, -73.98705280806209 40.72520247771015, -73.98750180856992 40.72458347947543, -73.9882578062894 40.72490247982929, -73.98846380566722 40.724989479925, -73.98986980141807 40.72558148057531, -73.99179379558689 40.72639048144916, -73.99163779487579 40.72683248038798))",36061003800
003800,Block Group 6; Census Tract 38; New York County; New York,129713,779,27.6,595,11,0,110,0,63,0,555,50,3155,-666666666,1938,510,120,47,343,0,0,130,0,48,174,16,164,0,0,45,0,278,0,146,42,"POLYGON ((-73.99163779487579 40.72683248038798, -73.99154779446364 40.72708847977425, -73.99136379374424 40.72755947862261, -73.99128479343625 40.72776147812895, -73.99108479329691 40.72799847741489, -73.99078979308462 40.72835147635616, -73.99035879263471 40.72892847469275, -73.98990179212159 40.7295574728993, -73.98973179197117 40.72977447226607, -73.98965079189827 40.72987847196337, -73.98948179166074 40.73013247126043, -73.98891279337036 40.7299054709911, -73.9872387984958 40.72919147027741, -73.9848748056814 40.72819346922248, -73.98530680615025 40.72759847090233, -73.98575280663059 40.72698747263398, -73.98617580708859 40.72640847427878, -73.98662280757902 40.72579547602271, -73.98705280806209 40.72520247771015, -73.98750180856992 40.72458347947543, -73.9882578062894 40.72490247982929, -73.98846380566722 40.724989479925, -73.98986980141807 40.72558148057531, -73.99179379558689 40.72639048144916, -73.99163779487579 40.72683248038798))",36061003800
003800,Block Group 7; Census Tract 38; New York County; New York,61200,844,29.2,561,43,0,236,0,4,0,519,46,2568,-666666666,1938,871,297,0,574,0,31,72,35,26,74,98,68,0,0,0,0,110,164,95,94,"POLYGON ((-73.99163779487579 40.72683248038798, -73.99154779446364 40.72708847977425, -73.99136379374424 40.72755947862261, -73.99128479343625 40.72776147812895, -73.99108479329691 40.72799847741489, -73.99078979308462 40.72835147635616, -73.99035879263471 40.72892847469275, -73.98990179212159 40.7295574728993, -73.98973179197117 40.72977447226607, -73.98965079189827 40.72987847196337, -73.98948179166074 40.73013247126043, -73.98891279337036 40.7299054709911, -73.9872387984958 40.72919147027741, -73.9848748056814 40.72819346922248, -73.98530680615025 40.72759847090233, -73.98575280663059 40.72698747263398, -73.98617580708859 40.72640847427878, -73.98662280757902 40.72579547602271, -73.98705280806209 40.72520247771015, -73.98750180856992 40.72458347947543, -73.9882578062894 40.72490247982929, -73.98846380566722 40.724989479925, -73.98986980141807 40.72558148057531, -73.99179379558689 40.72639048144916, -73.99163779487579 40.72683248038798))",36061003800
003900,Block Group 1; Census Tract 39; New York County; New York,250001,2794,39.3,2006,103,0,617,0,0,68,1702,407,3501,2000001,1938,1647,398,826,423,13,60,177,184,68,70,252,51,396,60,69,118,685,66,273,219,"POLYGON ((-74.02301877718787 40.72061056585265, -74.02269877389448 40.72192256283692, -74.02228876967395 40.72360955894308, -74.02200276675002 40.72478255621974, -74.02188976558496 40.72525055513321, -74.02186176530702 40.72536255487026, -74.02183176499868 40.72548655458181, -74.0159897711187 40.72476553954729, -74.01197777510357 40.72433252918943, -74.01173177534258 40.72430752855335, -74.01143877561242 40.72428352778549, -74.01123477580346 40.72426552725337, -74.01105577369995 40.72514752514527, -74.01094277248225 40.72566152389013, -74.01092277216317 40.72579352359269, -74.01091577207222 40.72583152350358, -74.0108117722545 40.72578952328987, -74.01004077428854 40.72520552221289, -74.00964377527201 40.72492852162019, -74.00931677607714 40.72470152113254, -74.00864377776044 40.72422152016048, -74.00830177861549 40.72397651967258, -74.00791177958207 40.72369951911505, -74.00793778002206 40.72351551953256, -74.00798478057708 40.72327952010544, -74.00811678211274 40.72262652169398, -74.00823278368145 40.72196552325099, -74.00834578521166 40.7213215247655, -74.00846978690615 40.72060952643463, -74.00858378847444 40.719951527973, -74.00869879003893 40.71929552950787, -74.00874679067546 40.71902853013508, -74.00881879159707 40.71864153104994, -74.00888279249445 40.71826653192014, -74.00894279331233 40.71792453271744, -74.00899979409503 40.71759753347817, -74.00906379488885 40.71726453426803, -74.00911479572135 40.71691953504507, -74.0092047975003 40.71618753664382, -74.01083379463897 40.71692453958972, -74.01096779612831 40.71630254108269, -74.01137679540565 40.716488541823, -74.01162679496478 40.71660154227799, -74.01255979328701 40.71703354396563, -74.01273079297633 40.71711354427489, -74.01268779253405 40.71729754382938, -74.0122917883518 40.71903853963033, -74.01255478810226 40.71906954028025, -74.01304578774283 40.71908554156948, -74.01686378389934 40.71961055090909, -74.02306577768397 40.72041356630145, -74.02301877718787 40.72061056585265))",36061003900
003900,Block Group 2; Census Tract 39; New York County; New York,85813,1650,39.6,1165,0,0,261,0,123,101,1087,296,2175,-666666666,1973,895,94,0,801,53,11,13,73,209,46,35,66,0,6,35,58,262,15,209,385,"POLYGON ((-74.02301877718787 40.72061056585265, -74.02269877389448 40.72192256283692, -74.02228876967395 40.72360955894308, -74.02200276675002 40.72478255621974, -74.02188976558496 40.72525055513321, -74.02186176530702 40.72536255487026, -74.02183176499868 40.72548655458181, -74.0159897711187 40.72476553954729, -74.01197777510357 40.72433252918943, -74.01173177534258 40.72430752855335, -74.01143877561242 40.72428352778549, -74.01123477580346 40.72426552725337, -74.01105577369995 40.72514752514527, -74.01094277248225 40.72566152389013, -74.01092277216317 40.72579352359269, -74.01091577207222 40.72583152350358, -74.0108117722545 40.72578952328987, -74.01004077428854 40.72520552221289, -74.00964377527201 40.72492852162019, -74.00931677607714 40.72470152113254, -74.00864377776044 40.72422152016048, -74.00830177861549 40.72397651967258, -74.00791177958207 40.72369951911505, -74.00793778002206 40.72351551953256, -74.00798478057708 40.72327952010544, -74.00811678211274 40.72262652169398, -74.00823278368145 40.72196552325099, -74.00834578521166 40.7213215247655, -74.00846978690615 40.72060952643463, -74.00858378847444 40.719951527973, -74.00869879003893 40.71929552950787, -74.00874679067546 40.71902853013508, -74.00881879159707 40.71864153104994, -74.00888279249445 40.71826653192014, -74.00894279331233 40.71792453271744, -74.00899979409503 40.71759753347817, -74.00906379488885 40.71726453426803, -74.00911479572135 40.71691953504507, -74.0092047975003 40.71618753664382, -74.01083379463897 40.71692453958972, -74.01096779612831 40.71630254108269, -74.01137679540565 40.716488541823, -74.01162679496478 40.71660154227799, -74.01255979328701 40.71703354396563, -74.01273079297633 40.71711354427489, -74.01268779253405 40.71729754382938, -74.0122917883518 40.71903853963033, -74.01255478810226 40.71906954028025, -74.01304578774283 40.71908554156948, -74.01686378389934 40.71961055090909, -74.02306577768397 40.72041356630145, -74.02301877718787 40.72061056585265))",36061003900
003900,Block Group 3; Census Tract 39; New York County; New York,-666666666,1493,68.0,582,7,0,677,0,73,154,582,36,1142,2000001,1938,751,84,568,99,0,21,14,23,40,15,63,47,22,19,0,20,135,14,23,160,"POLYGON ((-74.02301877718787 40.72061056585265, -74.02269877389448 40.72192256283692, -74.02228876967395 40.72360955894308, -74.02200276675002 40.72478255621974, -74.02188976558496 40.72525055513321, -74.02186176530702 40.72536255487026, -74.02183176499868 40.72548655458181, -74.0159897711187 40.72476553954729, -74.01197777510357 40.72433252918943, -74.01173177534258 40.72430752855335, -74.01143877561242 40.72428352778549, -74.01123477580346 40.72426552725337, -74.01105577369995 40.72514752514527, -74.01094277248225 40.72566152389013, -74.01092277216317 40.72579352359269, -74.01091577207222 40.72583152350358, -74.0108117722545 40.72578952328987, -74.01004077428854 40.72520552221289, -74.00964377527201 40.72492852162019, -74.00931677607714 40.72470152113254, -74.00864377776044 40.72422152016048, -74.00830177861549 40.72397651967258, -74.00791177958207 40.72369951911505, -74.00793778002206 40.72351551953256, -74.00798478057708 40.72327952010544, -74.00811678211274 40.72262652169398, -74.00823278368145 40.72196552325099, -74.00834578521166 40.7213215247655, -74.00846978690615 40.72060952643463, -74.00858378847444 40.719951527973, -74.00869879003893 40.71929552950787, -74.00874679067546 40.71902853013508, -74.00881879159707 40.71864153104994, -74.00888279249445 40.71826653192014, -74.00894279331233 40.71792453271744, -74.00899979409503 40.71759753347817, -74.00906379488885 40.71726453426803, -74.00911479572135 40.71691953504507, -74.0092047975003 40.71618753664382, -74.01083379463897 40.71692453958972, -74.01096779612831 40.71630254108269, -74.01137679540565 40.716488541823, -74.01162679496478 40.71660154227799, -74.01255979328701 40.71703354396563, -74.01273079297633 40.71711354427489, -74.01268779253405 40.71729754382938, -74.0122917883518 40.71903853963033, -74.01255478810226 40.71906954028025, -74.01304578774283 40.71908554156948, -74.01686378389934 40.71961055090909, -74.02306577768397 40.72041356630145, -74.02301877718787 40.72061056585265))",36061003900
003900,Block Group 4; Census Tract 39; New York County; New York,153151,998,35.1,731,124,0,73,0,0,70,560,171,2112,-666666666,1974,425,50,0,375,0,48,12,0,188,57,13,85,0,61,0,13,329,0,122,19,"POLYGON ((-74.02301877718787 40.72061056585265, -74.02269877389448 40.72192256283692, -74.02228876967395 40.72360955894308, -74.02200276675002 40.72478255621974, -74.02188976558496 40.72525055513321, -74.02186176530702 40.72536255487026, -74.02183176499868 40.72548655458181, -74.0159897711187 40.72476553954729, -74.01197777510357 40.72433252918943, -74.01173177534258 40.72430752855335, -74.01143877561242 40.72428352778549, -74.01123477580346 40.72426552725337, -74.01105577369995 40.72514752514527, -74.01094277248225 40.72566152389013, -74.01092277216317 40.72579352359269, -74.01091577207222 40.72583152350358, -74.0108117722545 40.72578952328987, -74.01004077428854 40.72520552221289, -74.00964377527201 40.72492852162019, -74.00931677607714 40.72470152113254, -74.00864377776044 40.72422152016048, -74.00830177861549 40.72397651967258, -74.00791177958207 40.72369951911505, -74.00793778002206 40.72351551953256, -74.00798478057708 40.72327952010544, -74.00811678211274 40.72262652169398, -74.00823278368145 40.72196552325099, -74.00834578521166 40.7213215247655, -74.00846978690615 40.72060952643463, -74.00858378847444 40.719951527973, -74.00869879003893 40.71929552950787, -74.00874679067546 40.71902853013508, -74.00881879159707 40.71864153104994, -74.00888279249445 40.71826653192014, -74.00894279331233 40.71792453271744, -74.00899979409503 40.71759753347817, -74.00906379488885 40.71726453426803, -74.00911479572135 40.71691953504507, -74.0092047975003 40.71618753664382, -74.01083379463897 40.71692453958972, -74.01096779612831 40.71630254108269, -74.01137679540565 40.716488541823, -74.01162679496478 40.71660154227799, -74.01255979328701 40.71703354396563, -74.01273079297633 40.71711354427489, -74.01268779253405 40.71729754382938, -74.0122917883518 40.71903853963033, -74.01255478810226 40.71906954028025, -74.01304578774283 40.71908554156948, -74.01686378389934 40.71961055090909, -74.02306577768397 40.72041356630145, -74.02301877718787 40.72061056585265))",36061003900
004001,Block Group 1; Census Tract 40.01; New York County; New York,98016,796,26.5,750,0,0,28,0,0,18,507,243,2111,-666666666,1938,454,18,0,436,0,22,0,99,52,27,208,48,0,63,0,0,370,77,72,19,"POLYGON ((-73.98681179803168 40.72977846861604, -73.98637479755979 40.73037946691878, -73.98590879706504 40.73101846511639, -73.9854437965724 40.73165746331924, -73.98494079604933 40.73234646138397, -73.98256380327153 40.73136046032506, -73.98307680379517 40.73065846228969, -73.98354280427601 40.73002046407912, -73.98400880476565 40.72938046587636, -73.98444780522409 40.72878046756759, -73.9848748056814 40.72819346922248, -73.9872387984958 40.72919147027741, -73.98681179803168 40.72977846861604))",36061004001
004001,Block Group 2; Census Tract 40.01; New York County; New York,165173,853,39.3,626,18,0,72,0,21,116,598,104,2147,-666666666,1938,692,119,29,544,0,0,179,0,68,26,138,0,0,0,0,10,75,41,285,108,"POLYGON ((-73.98681179803168 40.72977846861604, -73.98637479755979 40.73037946691878, -73.98590879706504 40.73101846511639, -73.9854437965724 40.73165746331924, -73.98494079604933 40.73234646138397, -73.98256380327153 40.73136046032506, -73.98307680379517 40.73065846228969, -73.98354280427601 40.73002046407912, -73.98400880476565 40.72938046587636, -73.98444780522409 40.72878046756759, -73.9848748056814 40.72819346922248, -73.9872387984958 40.72919147027741, -73.98681179803168 40.72977846861604))",36061004001
004001,Block Group 3; Census Tract 40.01; New York County; New York,140026,1386,44.4,971,28,0,97,0,0,290,971,136,2723,-666666666,1938,1103,153,202,748,0,72,0,85,173,79,53,54,0,35,160,24,270,62,355,416,"POLYGON ((-73.98681179803168 40.72977846861604, -73.98637479755979 40.73037946691878, -73.98590879706504 40.73101846511639, -73.9854437965724 40.73165746331924, -73.98494079604933 40.73234646138397, -73.98256380327153 40.73136046032506, -73.98307680379517 40.73065846228969, -73.98354280427601 40.73002046407912, -73.98400880476565 40.72938046587636, -73.98444780522409 40.72878046756759, -73.9848748056814 40.72819346922248, -73.9872387984958 40.72919147027741, -73.98681179803168 40.72977846861604))",36061004001
004002,Block Group 1; Census Tract 40.02; New York County; New York,-666666666,1833,30.0,1505,12,0,307,0,0,9,1296,218,1621,-666666666,1938,623,0,68,555,0,83,80,533,103,50,0,0,0,0,40,0,651,0,238,151,"POLYGON ((-73.98905079119153 40.73072246958212, -73.98861279071743 40.73132246787927, -73.98815279019614 40.73196446607181, -73.98768278970694 40.73260346426183, -73.9871797891786 40.73329146232129, -73.98681279030708 40.7331364621698, -73.9861037924862 40.73283646187605, -73.98494079604933 40.73234646138397, -73.9854437965724 40.73165746331924, -73.98590879706504 40.73101846511639, -73.98637479755979 40.73037946691878, -73.98681179803168 40.72977846861604, -73.9872387984958 40.72919147027741, -73.98891279337036 40.7299054709911, -73.98948179166074 40.73013247126043, -73.98905079119153 40.73072246958212))",36061004002
004002,Block Group 2; Census Tract 40.02; New York County; New York,154176,742,29.5,453,0,0,166,0,0,123,385,84,3501,-666666666,1941,560,56,45,459,0,0,0,80,154,120,82,59,0,0,0,0,394,0,101,163,"POLYGON ((-73.98905079119153 40.73072246958212, -73.98861279071743 40.73132246787927, -73.98815279019614 40.73196446607181, -73.98768278970694 40.73260346426183, -73.9871797891786 40.73329146232129, -73.98681279030708 40.7331364621698, -73.9861037924862 40.73283646187605, -73.98494079604933 40.73234646138397, -73.9854437965724 40.73165746331924, -73.98590879706504 40.73101846511639, -73.98637479755979 40.73037946691878, -73.98681179803168 40.72977846861604, -73.9872387984958 40.72919147027741, -73.98891279337036 40.7299054709911, -73.98948179166074 40.73013247126043, -73.98905079119153 40.73072246958212))",36061004002
004002,Block Group 3; Census Tract 40.02; New York County; New York,250001,2074,19.8,1107,163,0,339,0,0,465,1031,215,3501,1324500,1938,561,103,132,326,57,38,132,98,222,0,25,0,0,0,13,46,211,25,290,486,"POLYGON ((-73.98905079119153 40.73072246958212, -73.98861279071743 40.73132246787927, -73.98815279019614 40.73196446607181, -73.98768278970694 40.73260346426183, -73.9871797891786 40.73329146232129, -73.98681279030708 40.7331364621698, -73.9861037924862 40.73283646187605, -73.98494079604933 40.73234646138397, -73.9854437965724 40.73165746331924, -73.98590879706504 40.73101846511639, -73.98637479755979 40.73037946691878, -73.98681179803168 40.72977846861604, -73.9872387984958 40.72919147027741, -73.98891279337036 40.7299054709911, -73.98948179166074 40.73013247126043, -73.98905079119153 40.73072246958212))",36061004002
004002,Block Group 4; Census Tract 40.02; New York County; New York,152381,1418,26.2,749,179,17,273,9,23,168,668,218,2980,737500,1938,489,55,55,379,18,35,95,198,230,0,58,0,0,10,18,97,222,59,284,95,"POLYGON ((-73.98905079119153 40.73072246958212, -73.98861279071743 40.73132246787927, -73.98815279019614 40.73196446607181, -73.98768278970694 40.73260346426183, -73.9871797891786 40.73329146232129, -73.98681279030708 40.7331364621698, -73.9861037924862 40.73283646187605, -73.98494079604933 40.73234646138397, -73.9854437965724 40.73165746331924, -73.98590879706504 40.73101846511639, -73.98637479755979 40.73037946691878, -73.98681179803168 40.72977846861604, -73.9872387984958 40.72919147027741, -73.98891279337036 40.7299054709911, -73.98948179166074 40.73013247126043, -73.98905079119153 40.73072246958212))",36061004002
004100,Block Group 1; Census Tract 41; New York County; New York,250001,1428,52.3,1174,0,0,228,0,0,26,1135,39,3146,-666666666,1938,627,94,7,526,19,17,14,44,95,65,129,0,0,2,15,8,286,0,106,313,"POLYGON ((-73.99942279833536 40.71867950659995, -73.99923379815698 40.7189125058832, -73.99852379749785 40.71978550320051, -73.99765479674707 40.72083549996531, -73.99757379645173 40.72102849947483, -73.9974807961119 40.72125049891115, -73.99739879580717 40.72144849840986, -73.99712279434287 40.72230049635504, -73.9962677969008 40.72195149593779, -73.99546379931367 40.7216184955513, -73.99470580157805 40.7213074951778, -73.99379480428857 40.72093649471925, -73.99403480524825 40.72032249624171, -73.99426480605835 40.71978149760915, -73.99437780645043 40.71951849827609, -73.99442180666111 40.71939149858437, -73.9948078080905 40.71845650093847, -73.99542880963065 40.71727850409064, -73.99605881085351 40.71623150700503, -73.99698380828671 40.7165405076288, -73.99776280609159 40.71681350812567, -73.99858880377133 40.71709850865831, -73.99931280125431 40.71754950871934, -73.99995579885598 40.71801650863635, -73.99942279833536 40.71867950659995))",36061004100
004100,Block Group 2; Census Tract 41; New York County; New York,-666666666,770,48.2,59,64,25,602,0,0,20,59,40,1179,-666666666,1938,445,46,0,399,0,0,31,45,89,0,86,0,30,29,0,42,185,0,83,56,"POLYGON ((-73.99942279833536 40.71867950659995, -73.99923379815698 40.7189125058832, -73.99852379749785 40.71978550320051, -73.99765479674707 40.72083549996531, -73.99757379645173 40.72102849947483, -73.9974807961119 40.72125049891115, -73.99739879580717 40.72144849840986, -73.99712279434287 40.72230049635504, -73.9962677969008 40.72195149593779, -73.99546379931367 40.7216184955513, -73.99470580157805 40.7213074951778, -73.99379480428857 40.72093649471925, -73.99403480524825 40.72032249624171, -73.99426480605835 40.71978149760915, -73.99437780645043 40.71951849827609, -73.99442180666111 40.71939149858437, -73.9948078080905 40.71845650093847, -73.99542880963065 40.71727850409064, -73.99605881085351 40.71623150700503, -73.99698380828671 40.7165405076288, -73.99776280609159 40.71681350812567, -73.99858880377133 40.71709850865831, -73.99931280125431 40.71754950871934, -73.99995579885598 40.71801650863635, -73.99942279833536 40.71867950659995))",36061004100
004100,Block Group 3; Census Tract 41; New York County; New York,75564,1459,36.8,462,1,0,857,0,0,139,413,102,1631,-666666666,1938,894,129,17,748,1,95,58,98,32,11,87,37,63,0,36,13,178,39,302,208,"POLYGON ((-73.99942279833536 40.71867950659995, -73.99923379815698 40.7189125058832, -73.99852379749785 40.71978550320051, -73.99765479674707 40.72083549996531, -73.99757379645173 40.72102849947483, -73.9974807961119 40.72125049891115, -73.99739879580717 40.72144849840986, -73.99712279434287 40.72230049635504, -73.9962677969008 40.72195149593779, -73.99546379931367 40.7216184955513, -73.99470580157805 40.7213074951778, -73.99379480428857 40.72093649471925, -73.99403480524825 40.72032249624171, -73.99426480605835 40.71978149760915, -73.99437780645043 40.71951849827609, -73.99442180666111 40.71939149858437, -73.9948078080905 40.71845650093847, -73.99542880963065 40.71727850409064, -73.99605881085351 40.71623150700503, -73.99698380828671 40.7165405076288, -73.99776280609159 40.71681350812567, -73.99858880377133 40.71709850865831, -73.99931280125431 40.71754950871934, -73.99995579885598 40.71801650863635, -73.99942279833536 40.71867950659995))",36061004100
004100,Block Group 4; Census Tract 41; New York County; New York,-666666666,947,39.5,290,0,0,644,0,0,13,290,0,1686,-666666666,1938,647,110,11,526,0,0,31,63,133,26,52,42,0,13,0,0,205,15,140,28,"POLYGON ((-73.99942279833536 40.71867950659995, -73.99923379815698 40.7189125058832, -73.99852379749785 40.71978550320051, -73.99765479674707 40.72083549996531, -73.99757379645173 40.72102849947483, -73.9974807961119 40.72125049891115, -73.99739879580717 40.72144849840986, -73.99712279434287 40.72230049635504, -73.9962677969008 40.72195149593779, -73.99546379931367 40.7216184955513, -73.99470580157805 40.7213074951778, -73.99379480428857 40.72093649471925, -73.99403480524825 40.72032249624171, -73.99426480605835 40.71978149760915, -73.99437780645043 40.71951849827609, -73.99442180666111 40.71939149858437, -73.9948078080905 40.71845650093847, -73.99542880963065 40.71727850409064, -73.99605881085351 40.71623150700503, -73.99698380828671 40.7165405076288, -73.99776280609159 40.71681350812567, -73.99858880377133 40.71709850865831, -73.99931280125431 40.71754950871934, -73.99995579885598 40.71801650863635, -73.99942279833536 40.71867950659995))",36061004100
004100,Block Group 5; Census Tract 41; New York County; New York,115682,1294,29.5,949,0,0,314,0,1,30,841,109,1444,-666666666,1938,648,58,52,538,0,43,0,145,89,163,200,56,0,34,45,0,422,100,253,217,"POLYGON ((-73.99942279833536 40.71867950659995, -73.99923379815698 40.7189125058832, -73.99852379749785 40.71978550320051, -73.99765479674707 40.72083549996531, -73.99757379645173 40.72102849947483, -73.9974807961119 40.72125049891115, -73.99739879580717 40.72144849840986, -73.99712279434287 40.72230049635504, -73.9962677969008 40.72195149593779, -73.99546379931367 40.7216184955513, -73.99470580157805 40.7213074951778, -73.99379480428857 40.72093649471925, -73.99403480524825 40.72032249624171, -73.99426480605835 40.71978149760915, -73.99437780645043 40.71951849827609, -73.99442180666111 40.71939149858437, -73.9948078080905 40.71845650093847, -73.99542880963065 40.71727850409064, -73.99605881085351 40.71623150700503, -73.99698380828671 40.7165405076288, -73.99776280609159 40.71681350812567, -73.99858880377133 40.71709850865831, -73.99931280125431 40.71754950871934, -73.99995579885598 40.71801650863635, -73.99942279833536 40.71867950659995))",36061004100
004100,Block Group 6; Census Tract 41; New York County; New York,88561,1153,30.4,783,83,0,168,0,18,101,757,147,1858,-666666666,1938,575,136,66,373,6,26,134,34,234,0,14,0,0,0,13,71,224,8,166,175,"POLYGON ((-73.99942279833536 40.71867950659995, -73.99923379815698 40.7189125058832, -73.99852379749785 40.71978550320051, -73.99765479674707 40.72083549996531, -73.99757379645173 40.72102849947483, -73.9974807961119 40.72125049891115, -73.99739879580717 40.72144849840986, -73.99712279434287 40.72230049635504, -73.9962677969008 40.72195149593779, -73.99546379931367 40.7216184955513, -73.99470580157805 40.7213074951778, -73.99379480428857 40.72093649471925, -73.99403480524825 40.72032249624171, -73.99426480605835 40.71978149760915, -73.99437780645043 40.71951849827609, -73.99442180666111 40.71939149858437, -73.9948078080905 40.71845650093847, -73.99542880963065 40.71727850409064, -73.99605881085351 40.71623150700503, -73.99698380828671 40.7165405076288, -73.99776280609159 40.71681350812567, -73.99858880377133 40.71709850865831, -73.99931280125431 40.71754950871934, -73.99995579885598 40.71801650863635, -73.99942279833536 40.71867950659995))",36061004100
004200,Block Group 1; Census Tract 42; New York County; New York,164773,1105,48.7,889,9,0,109,0,0,98,867,77,2726,1317500,1959,854,104,355,395,0,12,9,93,100,42,75,0,51,0,29,48,224,0,130,240,"POLYGON ((-73.99121079292236 40.72804747747804, -73.99097979131962 40.72894047544754, -73.9909197909037 40.7291724749205, -73.99075678991967 40.72974047361082, -73.99072178962933 40.72989647326354, -73.99050478852685 40.73056447169382, -73.99045878795063 40.7308534710747, -73.99041078735087 40.73115447042995, -73.99038978708316 40.73128847014343, -73.99021178581211 40.73199546854956, -73.99002678443443 40.73275546684587, -73.98986778297618 40.73352746515257, -73.98984778201549 40.73395946428984, -73.98990278079674 40.73443446343499, -73.98887978394067 40.73400946301296, -73.98884278405573 40.73399346299881, -73.98877878425546 40.73396546297493, -73.98840178541778 40.7338064628223, -73.98761578783721 40.73347546250054, -73.98757778795409 40.73345946248489, -73.9871797891786 40.73329146232129, -73.98768278970694 40.73260346426183, -73.98815279019614 40.73196446607181, -73.98861279071743 40.73132246787927, -73.98905079119153 40.73072246958212, -73.98948179166074 40.73013247126043, -73.98965079189827 40.72987847196337, -73.98973179197117 40.72977447226607, -73.98990179212159 40.7295574728993, -73.99035879263471 40.72892847469275, -73.99078979308462 40.72835147635616, -73.99108479329691 40.72799847741489, -73.99128479343625 40.72776147812895, -73.99121079292236 40.72804747747804))",36061004200
